A�o,Estado,Munucipio,Division,Region,Temporada,Mes,Tarifa,Descripci�n,Int. Horario,Monto,Unidad,Cargo fijo,Unidad,Distrubucion,Unidad,Capacidad,Unidad
2025,AGUASCALIENTES,RINCON DE ROMOS,BAJIO,CENTRAL,VERANO,MAYO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0032,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,RINCON DE ROMOS,BAJIO,CENTRAL,VERANO,JUNIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0461,$/kWh,368.95,$/mes,102.05,$/kW,432.34,$/kW
2025,AGUASCALIENTES,RINCON DE ROMOS,BAJIO,CENTRAL,VERANO,JULIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0739,$/kWh,368.95,$/mes,102.05,$/kW,438.82,$/kW
2025,AGUASCALIENTES,RINCON DE ROMOS,BAJIO,CENTRAL,VERANO,AGOSTO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0765,$/kWh,368.95,$/mes,102.05,$/kW,439.43,$/kW
2025,AGUASCALIENTES,RINCON DE ROMOS,BAJIO,CENTRAL,VERANO,SEPTIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0634,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,RINCON DE ROMOS,BAJIO,CENTRAL,VERANO,OCTUBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0634,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,RINCON DE ROMOS,BAJIO,CENTRAL,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0074,$/kWh,368.95,$/mes,102.05,$/kW,422.34,$/kW
2025,AGUASCALIENTES,RINCON DE ROMOS,BAJIO,CENTRAL,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.9169,$/kWh,368.95,$/mes,102.05,$/kW,401.23,$/kW
2025,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMOS,BAJIO,CENTRAL,INVIERNO,ENERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.9995,$/kWh,368.95,$/mes,102.05,$/kW,412.46,$/kW
2025,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMOS,BAJIO,CENTRAL,INVIERNO,FEBRERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0024,$/kWh,368.95,$/mes,102.05,$/kW,422.13,$/kW
2025,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMOS,BAJIO,CENTRAL,INVIERNO,MARZO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0032,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMOS,BAJIO,CENTRAL,VERANO,ABRIL,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0032,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMOS,BAJIO,CENTRAL,VERANO,MAYO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0032,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMOS,BAJIO,CENTRAL,VERANO,JUNIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0461,$/kWh,368.95,$/mes,102.05,$/kW,432.34,$/kW
2025,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMOS,BAJIO,CENTRAL,VERANO,JULIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0739,$/kWh,368.95,$/mes,102.05,$/kW,438.82,$/kW
2025,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMOS,BAJIO,CENTRAL,VERANO,AGOSTO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0765,$/kWh,368.95,$/mes,102.05,$/kW,439.43,$/kW
2025,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMOS,BAJIO,CENTRAL,VERANO,SEPTIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0634,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMOS,BAJIO,CENTRAL,VERANO,OCTUBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0634,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMOS,BAJIO,CENTRAL,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0074,$/kWh,368.95,$/mes,102.05,$/kW,422.34,$/kW
2025,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMOS,BAJIO,CENTRAL,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.9169,$/kWh,368.95,$/mes,102.05,$/kW,401.23,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,INVIERNO,ENERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.9995,$/kWh,368.95,$/mes,102.05,$/kW,412.46,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,INVIERNO,FEBRERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0024,$/kWh,368.95,$/mes,102.05,$/kW,422.13,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,INVIERNO,MARZO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0032,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,VERANO,ABRIL,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0032,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,VERANO,MAYO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0032,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,VERANO,JUNIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0461,$/kWh,368.95,$/mes,102.05,$/kW,432.34,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,VERANO,JULIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0739,$/kWh,368.95,$/mes,102.05,$/kW,438.82,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,VERANO,AGOSTO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0765,$/kWh,368.95,$/mes,102.05,$/kW,439.43,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,VERANO,SEPTIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0634,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,VERANO,OCTUBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0634,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0074,$/kWh,368.95,$/mes,102.05,$/kW,422.34,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.9169,$/kWh,368.95,$/mes,102.05,$/kW,401.23,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,INVIERNO,ENERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.9995,$/kWh,368.95,$/mes,102.05,$/kW,412.46,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,INVIERNO,FEBRERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0024,$/kWh,368.95,$/mes,102.05,$/kW,422.13,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,INVIERNO,MARZO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0032,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,VERANO,ABRIL,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0032,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,VERANO,MAYO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0032,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,VERANO,JUNIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0461,$/kWh,368.95,$/mes,102.05,$/kW,432.34,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,VERANO,JULIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0739,$/kWh,368.95,$/mes,102.05,$/kW,438.82,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,VERANO,AGOSTO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0765,$/kWh,368.95,$/mes,102.05,$/kW,439.43,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,VERANO,SEPTIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0634,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,VERANO,OCTUBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0634,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0074,$/kWh,368.95,$/mes,102.05,$/kW,422.34,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.9169,$/kWh,368.95,$/mes,102.05,$/kW,401.23,$/kW
2025,AGUASCALIENTES,AGUAS CALIENTES,BAJIO,CENTRAL,INVIERNO,ENERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2803,$/kWh,368.95,$/mes,102.05,$/kW,412.46,$/kW
2025,AGUASCALIENTES,AGUAS CALIENTES,BAJIO,CENTRAL,INVIERNO,FEBRERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2836,$/kWh,368.95,$/mes,102.05,$/kW,422.13,$/kW
2025,AGUASCALIENTES,AGUAS CALIENTES,BAJIO,CENTRAL,INVIERNO,MARZO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,AGUAS CALIENTES,BAJIO,CENTRAL,VERANO,ABRIL,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,AGUAS CALIENTES,BAJIO,CENTRAL,VERANO,MAYO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,AGUAS CALIENTES,BAJIO,CENTRAL,VERANO,JUNIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3342,$/kWh,368.95,$/mes,102.05,$/kW,432.34,$/kW
2025,AGUASCALIENTES,AGUAS CALIENTES,BAJIO,CENTRAL,VERANO,JULIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3663,$/kWh,368.95,$/mes,102.05,$/kW,438.82,$/kW
2025,AGUASCALIENTES,AGUAS CALIENTES,BAJIO,CENTRAL,VERANO,AGOSTO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3693,$/kWh,368.95,$/mes,102.05,$/kW,439.43,$/kW
2025,AGUASCALIENTES,AGUAS CALIENTES,BAJIO,CENTRAL,VERANO,SEPTIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3535,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,AGUAS CALIENTES,BAJIO,CENTRAL,VERANO,OCTUBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3535,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,AGUAS CALIENTES,BAJIO,CENTRAL,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2888,$/kWh,368.95,$/mes,102.05,$/kW,422.34,$/kW
2025,AGUASCALIENTES,AGUAS CALIENTES,BAJIO,CENTRAL,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.1842,$/kWh,368.95,$/mes,102.05,$/kW,401.23,$/kW
2025,AGUASCALIENTES,ASIENTOS,BAJIO,CENTRAL,INVIERNO,ENERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2803,$/kWh,368.95,$/mes,102.05,$/kW,412.46,$/kW
2025,AGUASCALIENTES,ASIENTOS,BAJIO,CENTRAL,INVIERNO,FEBRERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2836,$/kWh,368.95,$/mes,102.05,$/kW,422.13,$/kW
2025,AGUASCALIENTES,ASIENTOS,BAJIO,CENTRAL,INVIERNO,MARZO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,ASIENTOS,BAJIO,CENTRAL,VERANO,ABRIL,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,ASIENTOS,BAJIO,CENTRAL,VERANO,MAYO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,ASIENTOS,BAJIO,CENTRAL,VERANO,JUNIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3342,$/kWh,368.95,$/mes,102.05,$/kW,432.34,$/kW
2025,AGUASCALIENTES,ASIENTOS,BAJIO,CENTRAL,VERANO,JULIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3663,$/kWh,368.95,$/mes,102.05,$/kW,438.82,$/kW
2025,AGUASCALIENTES,ASIENTOS,BAJIO,CENTRAL,VERANO,AGOSTO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3693,$/kWh,368.95,$/mes,102.05,$/kW,439.43,$/kW
2025,AGUASCALIENTES,ASIENTOS,BAJIO,CENTRAL,VERANO,SEPTIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3535,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,ASIENTOS,BAJIO,CENTRAL,VERANO,OCTUBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3535,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,ASIENTOS,BAJIO,CENTRAL,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2888,$/kWh,368.95,$/mes,102.05,$/kW,422.34,$/kW
2025,AGUASCALIENTES,ASIENTOS,BAJIO,CENTRAL,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.1842,$/kWh,368.95,$/mes,102.05,$/kW,401.23,$/kW
2025,AGUASCALIENTES,CALVILLO,BAJIO,CENTRAL,INVIERNO,ENERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2803,$/kWh,368.95,$/mes,102.05,$/kW,412.46,$/kW
2025,AGUASCALIENTES,CALVILLO,BAJIO,CENTRAL,INVIERNO,FEBRERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2836,$/kWh,368.95,$/mes,102.05,$/kW,422.13,$/kW
2025,AGUASCALIENTES,CALVILLO,BAJIO,CENTRAL,INVIERNO,MARZO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,CALVILLO,BAJIO,CENTRAL,VERANO,ABRIL,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,CALVILLO,BAJIO,CENTRAL,VERANO,MAYO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,CALVILLO,BAJIO,CENTRAL,VERANO,JUNIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3342,$/kWh,368.95,$/mes,102.05,$/kW,432.34,$/kW
2025,AGUASCALIENTES,CALVILLO,BAJIO,CENTRAL,VERANO,JULIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3663,$/kWh,368.95,$/mes,102.05,$/kW,438.82,$/kW
2025,AGUASCALIENTES,CALVILLO,BAJIO,CENTRAL,VERANO,AGOSTO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3693,$/kWh,368.95,$/mes,102.05,$/kW,439.43,$/kW
2025,AGUASCALIENTES,CALVILLO,BAJIO,CENTRAL,VERANO,SEPTIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3535,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,CALVILLO,BAJIO,CENTRAL,VERANO,OCTUBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3535,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,CALVILLO,BAJIO,CENTRAL,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2888,$/kWh,368.95,$/mes,102.05,$/kW,422.34,$/kW
2025,AGUASCALIENTES,CALVILLO,BAJIO,CENTRAL,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.1842,$/kWh,368.95,$/mes,102.05,$/kW,401.23,$/kW
2025,AGUASCALIENTES,COSIO,BAJIO,CENTRAL,INVIERNO,ENERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2803,$/kWh,368.95,$/mes,102.05,$/kW,412.46,$/kW
2025,AGUASCALIENTES,COSIO,BAJIO,CENTRAL,INVIERNO,FEBRERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2836,$/kWh,368.95,$/mes,102.05,$/kW,422.13,$/kW
2025,AGUASCALIENTES,COSIO,BAJIO,CENTRAL,INVIERNO,MARZO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,COSIO,BAJIO,CENTRAL,VERANO,ABRIL,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,COSIO,BAJIO,CENTRAL,VERANO,MAYO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,COSIO,BAJIO,CENTRAL,VERANO,JUNIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3342,$/kWh,368.95,$/mes,102.05,$/kW,432.34,$/kW
2025,AGUASCALIENTES,COSIO,BAJIO,CENTRAL,VERANO,JULIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3663,$/kWh,368.95,$/mes,102.05,$/kW,438.82,$/kW
2025,AGUASCALIENTES,COSIO,BAJIO,CENTRAL,VERANO,AGOSTO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3693,$/kWh,368.95,$/mes,102.05,$/kW,439.43,$/kW
2025,AGUASCALIENTES,COSIO,BAJIO,CENTRAL,VERANO,SEPTIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3535,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,COSIO,BAJIO,CENTRAL,VERANO,OCTUBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3535,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,COSIO,BAJIO,CENTRAL,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2888,$/kWh,368.95,$/mes,102.05,$/kW,422.34,$/kW
2025,AGUASCALIENTES,COSIO,BAJIO,CENTRAL,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.1842,$/kWh,368.95,$/mes,102.05,$/kW,401.23,$/kW
2025,AGUASCALIENTES,EL LLANO,BAJIO,CENTRAL,INVIERNO,ENERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2803,$/kWh,368.95,$/mes,102.05,$/kW,412.46,$/kW
2025,AGUASCALIENTES,EL LLANO,BAJIO,CENTRAL,INVIERNO,FEBRERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2836,$/kWh,368.95,$/mes,102.05,$/kW,422.13,$/kW
2025,AGUASCALIENTES,EL LLANO,BAJIO,CENTRAL,INVIERNO,MARZO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,EL LLANO,BAJIO,CENTRAL,VERANO,ABRIL,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,EL LLANO,BAJIO,CENTRAL,VERANO,MAYO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,EL LLANO,BAJIO,CENTRAL,VERANO,JUNIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3342,$/kWh,368.95,$/mes,102.05,$/kW,432.34,$/kW
2025,AGUASCALIENTES,EL LLANO,BAJIO,CENTRAL,VERANO,JULIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3663,$/kWh,368.95,$/mes,102.05,$/kW,438.82,$/kW
2025,AGUASCALIENTES,EL LLANO,BAJIO,CENTRAL,VERANO,AGOSTO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3693,$/kWh,368.95,$/mes,102.05,$/kW,439.43,$/kW
2025,AGUASCALIENTES,EL LLANO,BAJIO,CENTRAL,VERANO,SEPTIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3535,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,EL LLANO,BAJIO,CENTRAL,VERANO,OCTUBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3535,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,EL LLANO,BAJIO,CENTRAL,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2888,$/kWh,368.95,$/mes,102.05,$/kW,422.34,$/kW
2025,AGUASCALIENTES,EL LLANO,BAJIO,CENTRAL,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.1842,$/kWh,368.95,$/mes,102.05,$/kW,401.23,$/kW
2025,AGUASCALIENTES,JESUS MARIA,BAJIO,CENTRAL,INVIERNO,ENERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2803,$/kWh,368.95,$/mes,102.05,$/kW,412.46,$/kW
2025,AGUASCALIENTES,JESUS MARIA,BAJIO,CENTRAL,INVIERNO,FEBRERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2836,$/kWh,368.95,$/mes,102.05,$/kW,422.13,$/kW
2025,AGUASCALIENTES,JESUS MARIA,BAJIO,CENTRAL,INVIERNO,MARZO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,JESUS MARIA,BAJIO,CENTRAL,VERANO,ABRIL,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,JESUS MARIA,BAJIO,CENTRAL,VERANO,MAYO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,JESUS MARIA,BAJIO,CENTRAL,VERANO,JUNIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3342,$/kWh,368.95,$/mes,102.05,$/kW,432.34,$/kW
