anio,mes,categoria_tarifaria,descripcion_categoria_tarifaria,periodo_horario,cargo,unidades,division_tarifaria,tarifa_transmision,tarifa_distribucion,tarifa_cenace,tarifa_oper_suministro,cargo_scnmem,cargo_generacion,cargo_capacidad,total
2017,diciembre,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,672.39,,,,672.39
2017,diciembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1521,,0.007,,0.0054,0.4369,,0.6014
2017,diciembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1521,,0.007,,0.0054,0.4638,,0.6283
2017,diciembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1521,,0.007,,0.0054,0.3951,,0.5596
2017,diciembre,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,81.68,,,,,135.63,217.31
2018,enero,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,655.38,,,,655.38
2018,enero,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0075,,0.0054,0.1913,,0.3627
2018,enero,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0075,,0.0054,0.3465,,0.5179
2018,enero,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0075,,0.0054,0,,0.1714
2018,enero,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,83.98,,,,,164,247.98
2018,febrero,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,655.38,,,,655.38
2018,febrero,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0075,,0.0054,0.2086,,0.38
2018,febrero,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0075,,0.0054,0.3777,,0.5491
2018,febrero,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0075,,0.0054,0,,0.1714
2018,febrero,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,83.98,,,,,178.76,262.74
2018,marzo,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,655.38,,,,655.38
2018,marzo,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0061,,0.0054,0.2397,,0.4097
2018,marzo,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0061,,0.0054,0.434,,0.604
2018,marzo,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0061,,0.0054,0,,0.17
2018,marzo,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,83.98,,,,,205.39,289.37
2018,abril,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,655.38,,,,655.38
2018,abril,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0061,,0.0054,0.2636,,0.4336
2018,abril,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0061,,0.0054,0.4772,,0.6472
2018,abril,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0061,,0.0054,0,,0.17
2018,abril,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,83.98,,,,,225.85,309.83
2018,mayo,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,655.38,,,,655.38
2018,mayo,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0061,,0.0054,0.2925,,0.4625
2018,mayo,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0061,,0.0054,0.5296,,0.6996
2018,mayo,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0061,,0.0054,0.7626,,0.9326
2018,mayo,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,83.98,,,,,250.65,334.63
2018,junio,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,655.38,,,,655.38
2018,junio,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0061,,0.0054,0.3217,,0.4917
2018,junio,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0061,,0.0054,0.5825,,0.7525
2018,junio,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0061,,0.0054,0.8387,,1.0087
2018,junio,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,83.98,,,,,275.66,359.64
2018,julio,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,655.38,,,,655.38
2018,julio,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0061,,0.0054,0.3666,,0.5366
2018,julio,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0061,,0.0054,0.6639,,0.8339
2018,julio,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0061,,0.0054,0.9558,,1.1258
2018,julio,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,83.98,,,,,314.17,398.15
2018,agosto,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,655.38,,,,655.38
2018,agosto,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0091,,0.0054,0.4173,,0.5903
2018,agosto,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0091,,0.0054,0.7555,,0.9285
2018,agosto,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0091,,0.0054,1.0878,,1.2608
2018,agosto,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,83.98,,,,,357.54,441.52
2018,septiembre,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,655.38,,,,655.38
2018,septiembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0091,,0.0054,0.4737,,0.6467
2018,septiembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0091,,0.0054,0.8577,,1.0307
2018,septiembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0091,,0.0054,1.2349,,1.4079
2018,septiembre,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,83.98,,,,,405.92,489.9
2018,octubre,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,655.38,,,,655.38
2018,octubre,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0091,,0.0054,0.4726,,0.6456
2018,octubre,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0091,,0.0054,0.8557,,1.0287
2018,octubre,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0091,,0.0054,1.2321,,1.4051
2018,octubre,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,83.98,,,,,404.9747184,488.9547184
2018,noviembre,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,655.38,,,,655.38
2018,noviembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0091,,0.0054,0.462,,0.635
2018,noviembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0091,,0.0054,0.8366,,1.0096
2018,noviembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0091,,0.0054,1.2045,,1.3775
2018,noviembre,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,83.98,,,,,395.9149618,479.8949618
2018,diciembre,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,655.38,,,,655.38
2018,diciembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0091,,0.0054,0.3674,,0.5404
2018,diciembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0091,,0.0054,0.6652,,0.8382
2018,diciembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1585,,0.0091,,0.0054,0.9578,,1.1308
2018,diciembre,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,83.98,,,,,314.8081883,398.7881883
2019,enero,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,677.66,,,,677.66
2019,enero,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.3666,,0.5461
2019,enero,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.6638,,0.8433
2019,enero,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.9558,,1.1353
2019,enero,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,86.82,,,,,314.16,400.98
2019,febrero,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,677.66,,,,677.66
2019,febrero,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.3641,,0.5436
2019,febrero,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.6593,,0.8388
2019,febrero,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.9493,,1.1288
2019,febrero,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,86.82,,,,,312.02,398.84
2019,marzo,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,677.66,,,,677.66
2019,marzo,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.3713,,0.5508
2019,marzo,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.6722,,0.8517
2019,marzo,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.9679,,1.1474
2019,marzo,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,86.82,,,,,318.14,404.96
2019,abril,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,677.66,,,,677.66
2019,abril,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.3699,,0.5494
2019,abril,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.6698,,0.8493
2019,abril,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.9644,,1.1439
2019,abril,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,86.82,,,,,316.99,403.81
2019,mayo,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,677.66,,,,677.66
2019,mayo,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.3772,,0.5567
2019,mayo,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.6829,,0.8624
2019,mayo,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.9833,,1.1628
2019,mayo,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,86.82,,,,,323.2,410.02
2019,junio,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,677.66,,,,677.66
2019,junio,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.3787,,0.5582
2019,junio,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.6856,,0.8651
2019,junio,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.9871,,1.1666
2019,junio,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,86.82,,,,,324.47,411.29
2019,julio,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,677.66,,,,677.66
2019,julio,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.3794,,0.5589
2019,julio,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.687,,0.8665
2019,julio,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.9891,,1.1686
2019,julio,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,86.82,,,,,325.13,411.95
2019,agosto,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,677.66,,,,677.66
2019,agosto,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.3764,,0.5559
2019,agosto,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.6816,,0.8611
2019,agosto,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.9813,,1.1608
2019,agosto,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,86.82,,,,,322.56,409.38
2019,septiembre,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,677.66,,,,677.66
2019,septiembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.3683,,0.5478
2019,septiembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.6669,,0.8464
2019,septiembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.9602,,1.1397
2019,septiembre,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,86.82,,,,,315.63,402.45
2019,octubre,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,677.66,,,,677.66
2019,octubre,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.3604,,0.5399
2019,octubre,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.6526,,0.8321
2019,octubre,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.9396,,1.1191
2019,octubre,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,86.82,,,,,308.85,395.67
2019,noviembre,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,677.66,,,,677.66
2019,noviembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.3601,,0.5396
2019,noviembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.6519,,0.8314
2019,noviembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.9387,,1.1182
2019,noviembre,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,86.82,,,,,308.54,395.36
2019,diciembre,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,677.66,,,,677.66
2019,diciembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.3599,,0.5394
2019,diciembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.6517,,0.8312
2019,diciembre,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1663,,0.0078,,0.0054,0.9383,,1.1178
2019,diciembre,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,86.82,,,,,308.42,395.24
2020,enero,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,697.99,,,,697.99
2020,enero,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.3677,,0.5492
2020,enero,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.6658,,0.8473
2020,enero,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.9586,,1.1401
2020,enero,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,87.99,,,,,315.07,403.06
2020,febrero,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,697.99,,,,697.99
2020,febrero,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.3649,,0.5464
2020,febrero,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.6608,,0.8423
2020,febrero,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.9514,,1.1329
2020,febrero,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,87.99,,,,,312.72,400.71
2020,marzo,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,697.99,,,,697.99
2020,marzo,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.3673,,0.5488
2020,marzo,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.6651,,0.8466
2020,marzo,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.9576,,1.1391
2020,marzo,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,87.99,,,,,314.74,402.73
2020,abril,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,697.99,,,,697.99
2020,abril,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.3697,,0.5512
2020,abril,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.6693,,0.8508
2020,abril,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.9637,,1.1452
2020,abril,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,87.99,,,,,316.75,404.74
2020,mayo,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,697.99,,,,697.99
2020,mayo,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.3656,,0.5471
2020,mayo,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.662,,0.8435
2020,mayo,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.9532,,1.1347
2020,mayo,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,87.99,,,,,313.31,401.3
2020,junio,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,697.99,,,,697.99
2020,junio,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.3622,,0.5437
2020,junio,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.6557,,0.8372
2020,junio,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.9441,,1.1256
2020,junio,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,87.99,,,,,310.32,398.31
2020,julio,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,697.99,,,,697.99
2020,julio,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.3535,,0.535
2020,julio,GDMTH,Gran demanda en media tensiÃ³n horaria,Itermedio,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.64,,0.8215
2020,julio,GDMTH,Gran demanda en media tensiÃ³n horaria,Punta,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.9215,,1.103
2020,julio,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,fijo,Pesos mexicanos por kilowatt,Baja California,,87.99,,,,,302.91,390.9
2020,agosto,GDMTH,Gran demanda en media tensiÃ³n horaria,No aplica,Ãºnico,Pesos mexicanos por mes,Baja California,,,,697.99,,,,697.99
2020,agosto,GDMTH,Gran demanda en media tensiÃ³n horaria,Base,variable,Pesos mexianos por kilowatt hora,Baja California,0.1679,,0.008,,0.0056,0.3482,,0.5297
